Scatter the cheese over the top.	0 0 0 1 0 1	over the top	literal	identical	VERB DET NOUN ADP DET NOUN	▁Sc atter ▁the ▁cheese ▁over ▁the ▁top .	0 0 0 0 1 0 1 1	VERB VERB DET NOUN ADP DET NOUN NOUN
It's a hassle having to stretch over the top of the system box to plug the keyboards in.	0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0	over the top	literal	identical	PRON DET NOUN VERB PART VERB ADP DET NOUN ADP DET NOUN NOUN PART VERB DET NOUN ADP	▁It ' s ▁a ▁has s le ▁having ▁to ▁stretch ▁over ▁the ▁top ▁of ▁the ▁system ▁box ▁to ▁plug ▁the ▁keyboard s ▁in .	0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0	PRON PRON PRON DET NOUN NOUN NOUN VERB PART VERB ADP DET NOUN ADP DET NOUN NOUN PART VERB DET NOUN NOUN ADP ADP
So then I 'll need to go and get my pads and my bandages so that I can put this right, you 'll need two of these for this bandage, the first one, you open out so that the pad is going to go into the palm of her hand and that over the top and she is going to grab hold of the other one like that, okay, now we 've got the wad in there and she's hanging on to it, but it was the sterile part of the bandage as I undid it that went on to the wound, there is no time for dressing here is there?	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	over the top	literal	identical	ADV ADV PRON VERB VERB PART VERB CCONJ VERB ADJ NOUN CCONJ ADJ NOUN ADP ADP PRON VERB VERB DET NOUN PRON VERB VERB NUM ADP DET ADP DET NOUN DET ADJ NUM PRON VERB PART ADP ADP DET NOUN VERB VERB PART VERB ADP DET NOUN ADP ADJ NOUN CCONJ ADP ADP DET NOUN CCONJ PRON VERB VERB PART VERB NOUN ADP DET ADJ NOUN ADP DET INTJ ADV PRON VERB VERB DET NOUN ADV ADV CCONJ PRON VERB PART ADP PRON CCONJ PRON VERB DET ADJ NOUN ADP DET NOUN ADP PRON VERB PRON ADJ VERB PART ADP DET NOUN ADV VERB DET NOUN ADP NOUN ADV VERB ADV	▁So ▁then ▁I ▁' ll ▁need ▁to ▁go ▁and ▁get ▁my ▁pads ▁and ▁my ▁bandage s ▁so ▁that ▁I ▁can ▁put ▁this ▁right , ▁you ▁' ll ▁need ▁two ▁of ▁these ▁for ▁this ▁bandage , ▁the ▁first ▁one , ▁you ▁open ▁out ▁so ▁that ▁the ▁pad ▁is ▁going ▁to ▁go ▁into ▁the ▁palm ▁of ▁her ▁hand ▁and ▁that ▁over ▁the ▁top ▁and ▁she ▁is ▁going ▁to ▁g rab ▁hold ▁of ▁the ▁other ▁one ▁like ▁that , ▁o ka y , ▁now ▁we ▁' ve ▁got ▁the ▁wa d ▁in ▁there ▁and ▁she ' s ▁hanging ▁on ▁to ▁it , ▁but ▁it ▁was ▁the ▁sterile ▁part ▁of ▁the ▁bandage ▁as ▁I ▁und id ▁it ▁that ▁went ▁on ▁to ▁the ▁wound , ▁there ▁is ▁no ▁time ▁for ▁dressing ▁here ▁is ▁there ?	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADV ADV PRON VERB VERB VERB PART VERB CCONJ VERB ADJ NOUN CCONJ ADJ NOUN NOUN ADP ADP PRON VERB VERB DET NOUN NOUN PRON VERB VERB VERB NUM ADP DET ADP DET NOUN NOUN DET ADJ NUM NUM PRON VERB PART ADP ADP DET NOUN VERB VERB PART VERB ADP DET NOUN ADP ADJ NOUN CCONJ ADP ADP DET NOUN CCONJ PRON VERB VERB PART VERB VERB NOUN ADP DET ADJ NOUN ADP DET DET INTJ INTJ INTJ INTJ ADV PRON VERB VERB VERB DET NOUN NOUN ADV ADV CCONJ PRON PRON PRON VERB PART ADP PRON PRON CCONJ PRON VERB DET ADJ NOUN ADP DET NOUN ADP PRON VERB VERB PRON ADJ VERB PART ADP DET NOUN NOUN ADV VERB DET NOUN ADP NOUN ADV VERB ADV ADV
However over - the - top he may have seemed, it was a vignette I could not have envisaged in Prague.	0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	over the top	figurative	dashes	ADV ADP PUNCT DET PUNCT NOUN PRON VERB VERB VERB PRON VERB DET NOUN PRON VERB ADV VERB VERB ADP PROPN	▁However ▁over ▁- ▁the ▁- ▁top ▁he ▁may ▁have ▁seemed , ▁it ▁was ▁a ▁v ign ette ▁I ▁could ▁not ▁have ▁envisaged ▁in ▁Prague .	0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADV ADP PUNCT DET PUNCT NOUN PRON VERB VERB VERB VERB PRON VERB DET NOUN NOUN NOUN PRON VERB ADV VERB VERB ADP PROPN PROPN
This was necessary because the nets were not very high and one rabbit caught midway between stakes would sag the net and allow other rabbits to escape over the top.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1	over the top	literal	identical	DET VERB ADJ ADP DET NOUN VERB ADV ADV ADJ CCONJ NUM NOUN VERB NOUN ADP NOUN VERB VERB DET NOUN CCONJ VERB ADJ NOUN PART VERB ADP DET NOUN	▁This ▁was ▁necessary ▁because ▁the ▁nets ▁were ▁not ▁very ▁high ▁and ▁one ▁rabbit ▁caught ▁mid way ▁between ▁stake s ▁would ▁sa g ▁the ▁net ▁and ▁allow ▁other ▁rabbits ▁to ▁escape ▁over ▁the ▁top .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1	DET VERB ADJ ADP DET NOUN VERB ADV ADV ADJ CCONJ NUM NOUN VERB NOUN NOUN ADP NOUN NOUN VERB VERB VERB DET NOUN CCONJ VERB ADJ NOUN PART VERB ADP DET NOUN NOUN
Neither was able to brake and in seconds both vanished over the top of an ice cliff, falling on to the seracs below.	0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0	over the top	literal	identical	DET VERB ADJ PART VERB CCONJ ADP NOUN DET VERB ADP DET NOUN ADP DET NOUN NOUN VERB ADP ADP DET NOUN ADV	▁Neither ▁was ▁able ▁to ▁brake ▁and ▁in ▁seconds ▁both ▁van ish ed ▁over ▁the ▁top ▁of ▁an ▁ice ▁cl iff , ▁falling ▁on ▁to ▁the ▁ser ac s ▁below .	0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	DET VERB ADJ PART VERB CCONJ ADP NOUN DET VERB VERB VERB ADP DET NOUN ADP DET NOUN NOUN NOUN NOUN VERB ADP ADP DET NOUN NOUN NOUN ADV ADV
They 're not way over the top.	0 0 0 0 1 0 1	over the top	figurative	identical	PRON VERB ADV NOUN ADP DET NOUN	▁They ▁' re ▁not ▁way ▁over ▁the ▁top .	0 0 0 0 0 1 0 1 1	PRON VERB VERB ADV NOUN ADP DET NOUN NOUN
But this time Hardy went straight on to the attack, putting Holmes on the canvas with a right over the top for an initial count of seven.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0	over the top	literal	identical	CCONJ DET NOUN PROPN VERB ADV ADV ADP DET NOUN VERB PROPN ADP DET NOUN ADP DET NOUN ADP DET NOUN ADP DET ADJ NOUN ADP NUM	▁But ▁this ▁time ▁Hard y ▁went ▁straight ▁on ▁to ▁the ▁attack , ▁putting ▁Holm es ▁on ▁the ▁canvas ▁with ▁a ▁right ▁over ▁the ▁top ▁for ▁an ▁initial ▁count ▁of ▁seven .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0	CCONJ DET NOUN PROPN PROPN VERB ADV ADV ADP DET NOUN NOUN VERB PROPN PROPN ADP DET NOUN ADP DET NOUN ADP DET NOUN ADP DET ADJ NOUN ADP NUM NUM
In a rough - house, there were some constables who, even their colleagues recognized, could go over the top.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1	over the top	figurative	identical	ADP DET ADJ PUNCT NOUN ADV VERB DET NOUN NOUN ADV ADJ NOUN VERB VERB VERB ADP DET NOUN	▁In ▁a ▁rough ▁- ▁house , ▁there ▁were ▁some ▁con s table s ▁who , ▁even ▁their ▁colleagues ▁recognized , ▁could ▁go ▁over ▁the ▁top .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1	ADP DET ADJ PUNCT NOUN NOUN ADV VERB DET NOUN NOUN NOUN NOUN NOUN NOUN ADV ADJ NOUN VERB VERB VERB VERB ADP DET NOUN NOUN
Both men hurtled on over the top of Barbara in a tangle of limbs, crashing to the office floor.	0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0	over the top	literal	identical	DET NOUN VERB PART ADP DET NOUN ADP PROPN ADP DET NOUN ADP NOUN VERB ADP DET NOUN NOUN	▁Both ▁men ▁hurt led ▁on ▁over ▁the ▁top ▁of ▁Barbar a ▁in ▁a ▁t angle ▁of ▁limbs , ▁crash ing ▁to ▁the ▁office ▁floor .	0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	DET NOUN VERB VERB PART ADP DET NOUN ADP PROPN PROPN ADP DET NOUN NOUN ADP NOUN NOUN VERB VERB ADP DET NOUN NOUN NOUN
Over the tops of the heads Jess stared at her, hunting for help that she knew would never come.	1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	over the top	literal	combined-inflection	ADP DET NOUN ADP DET NOUN PROPN VERB ADP PRON VERB ADP NOUN ADP PRON VERB VERB ADV VERB	▁Over ▁the ▁to ps ▁of ▁the ▁heads ▁Je s s ▁star ed ▁at ▁her , ▁hunting ▁for ▁help ▁that ▁she ▁knew ▁would ▁never ▁come .	1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADP DET NOUN NOUN ADP DET NOUN PROPN PROPN PROPN VERB VERB ADP PRON PRON VERB ADP NOUN ADP PRON VERB VERB ADV VERB VERB
Alternatively you could take a right turn from the lane leading to Ings ( 2 miles from the Garburn road ), and cross over a small hill top called Orrest Head ( 1.25 miles ).	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0	over the top	literal	combined-other	ADV PRON VERB VERB DET ADJ NOUN ADP DET NOUN VERB ADP PROPN PUNCT NUM NOUN ADP DET PROPN NOUN PUNCT CCONJ VERB ADP DET ADJ NOUN NOUN VERB PROPN PROPN PUNCT NUM NOUN PUNCT	▁Alternatively ▁you ▁could ▁take ▁a ▁right ▁turn ▁from ▁the ▁lane ▁leading ▁to ▁In g s ▁( ▁2 ▁miles ▁from ▁the ▁Gar burn ▁road ▁ ), ▁and ▁cross ▁over ▁a ▁small ▁hill ▁top ▁called ▁Or rest ▁Head ▁( ▁1.25 ▁miles ▁ ).	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0	ADV PRON VERB VERB DET ADJ NOUN ADP DET NOUN VERB ADP PROPN PROPN PROPN PUNCT NUM NOUN ADP DET PROPN PROPN NOUN PUNCT PUNCT CCONJ VERB ADP DET ADJ NOUN NOUN VERB PROPN PROPN PROPN PUNCT NUM NOUN PUNCT PUNCT
Very popular is a dark brick red, with a thin coat of green over the top.	0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1	over the top	literal	identical	ADV ADJ VERB DET ADJ NOUN NOUN ADP DET ADJ NOUN ADP NOUN ADP DET NOUN	▁Very ▁popular ▁is ▁a ▁dark ▁brick ▁red , ▁with ▁a ▁thin ▁coat ▁of ▁green ▁over ▁the ▁top .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1	ADV ADJ VERB DET ADJ NOUN NOUN NOUN ADP DET ADJ NOUN ADP NOUN ADP DET NOUN NOUN
There's no space over the top of it to ‘ fly’ anything.	0 0 0 1 0 1 0 0 0 0 0 0	over the top	literal	identical	ADV DET NOUN ADP DET NOUN ADP PRON ADP ADJ ADJ NOUN	▁There ' s ▁no ▁space ▁over ▁the ▁top ▁of ▁it ▁to ▁ ‘ ▁fly ’ ▁anything .	0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0	ADV ADV ADV DET NOUN ADP DET NOUN ADP PRON ADP ADJ ADJ ADJ ADJ NOUN NOUN
Still dressed in the chestnut - coloured cotton suit with its pleated skirt and casual blouse - type jacket over a short - sleeved white silk top in which she had travelled, she dragged a comb through her wavy dark hair, tucking the long side strands behind her ears, before renewing the soft bronze lipstick which emphasised the gentle curves of her soft - lipped mouth.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	over the top	literal	combined-other	ADV VERB ADP DET NOUN PUNCT VERB NOUN NOUN ADP ADJ ADJ NOUN CCONJ ADJ NOUN PUNCT NOUN NOUN ADP DET ADJ PUNCT ADJ ADJ NOUN NOUN ADP ADJ PRON VERB VERB PRON VERB DET NOUN ADP ADJ ADJ ADJ NOUN VERB DET ADJ NOUN VERB ADP ADJ NOUN ADP VERB DET ADJ NOUN NOUN ADJ VERB DET ADJ NOUN ADP ADJ ADJ PUNCT ADJ NOUN	▁Still ▁dressed ▁in ▁the ▁chestnut ▁- ▁coloured ▁cotton ▁suit ▁with ▁its ▁ple ated ▁skirt ▁and ▁casual ▁bl ous e ▁- ▁type ▁ jacket ▁over ▁a ▁short ▁- ▁sleeve d ▁white ▁silk ▁top ▁in ▁which ▁she ▁had ▁travelled , ▁she ▁dragg ed ▁a ▁com b ▁through ▁her ▁wa vy ▁dark ▁hair , ▁t uck ing ▁the ▁long ▁side ▁strands ▁behind ▁her ▁ears , ▁before ▁renewing ▁the ▁soft ▁br on ze ▁lip stick ▁which ▁emphasised ▁the ▁gentle ▁curves ▁of ▁her ▁soft ▁- ▁li pped ▁mouth .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADV VERB ADP DET NOUN PUNCT VERB NOUN NOUN ADP ADJ ADJ ADJ NOUN CCONJ ADJ NOUN NOUN NOUN PUNCT NOUN NOUN NOUN ADP DET ADJ PUNCT ADJ ADJ ADJ NOUN NOUN ADP ADJ PRON VERB VERB VERB PRON VERB VERB DET NOUN NOUN ADP ADJ ADJ ADJ ADJ NOUN NOUN VERB VERB VERB DET ADJ NOUN VERB ADP ADJ NOUN NOUN ADP VERB DET ADJ NOUN NOUN NOUN NOUN NOUN ADJ VERB DET ADJ NOUN ADP ADJ ADJ PUNCT ADJ ADJ NOUN NOUN
John's wife Clare has to stand outside the stable on a crate with Milton's tail over the top of the stable door and pull it from there, while John has him twitched at the front end.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	over the top	literal	identical	PROPN NOUN PROPN VERB PART VERB ADP DET NOUN ADP DET NOUN ADP PROPN NOUN ADP DET NOUN ADP DET ADJ NOUN CCONJ VERB PRON ADP ADV ADP PROPN VERB PRON VERB ADP DET ADJ NOUN	▁John ' s ▁wife ▁Clar e ▁has ▁to ▁stand ▁outside ▁the ▁stable ▁on ▁a ▁c rate ▁with ▁Mil ton ' s ▁tail ▁over ▁the ▁top ▁of ▁the ▁stable ▁door ▁and ▁pull ▁it ▁from ▁there , ▁while ▁John ▁has ▁him ▁t w itch ed ▁at ▁the ▁front ▁end .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PROPN PROPN PROPN NOUN PROPN PROPN VERB PART VERB ADP DET NOUN ADP DET NOUN NOUN ADP PROPN PROPN PROPN PROPN NOUN ADP DET NOUN ADP DET ADJ NOUN CCONJ VERB PRON ADP ADV ADV ADP PROPN VERB PRON VERB VERB VERB VERB ADP DET ADJ NOUN NOUN
Going over the top e.g. screaming at the kids over something minor	0 1 0 1 0 0 0 0 0 0 0 0	over the top	figurative	identical	VERB ADP DET ADJ ADV VERB ADP DET NOUN ADP NOUN ADJ	▁Go ing ▁over ▁the ▁top ▁e . g . ▁s cream ing ▁at ▁the ▁kid s ▁over ▁something ▁minor	0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0	VERB VERB ADP DET ADJ ADV ADV ADV ADV VERB VERB VERB ADP DET NOUN NOUN ADP NOUN ADJ
There was one girl there today, she was about fifteen or seventeen and she had to put her coat on over the top of the gown because it was	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0	over the top	literal	identical	ADV VERB NUM NOUN ADV NOUN PRON VERB ADV NUM CCONJ NUM CCONJ PRON VERB PART VERB ADJ NOUN ADP ADP DET NOUN ADP DET NOUN ADP PRON VERB	▁There ▁was ▁one ▁girl ▁there ▁today , ▁she ▁was ▁about ▁fifteen ▁or ▁seventeen ▁and ▁she ▁had ▁to ▁put ▁her ▁coat ▁on ▁over ▁the ▁top ▁of ▁the ▁g own ▁because ▁it ▁was	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0	ADV VERB NUM NOUN ADV NOUN NOUN PRON VERB ADV NUM CCONJ NUM CCONJ PRON VERB PART VERB ADJ NOUN ADP ADP DET NOUN ADP DET NOUN NOUN ADP PRON VERB
More than half of those questioned admitted to ‘ going over the top’ when disciplining their children.	0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0	over the top	figurative	dashes	ADJ ADP NOUN ADP DET VERB VERB ADP PRON VERB ADP DET NOUN ADV VERB ADJ NOUN	▁More ▁than ▁half ▁of ▁those ▁questioned ▁admitted ▁to ▁ ‘ ▁going ▁over ▁the ▁top ’ ▁when ▁ disciplin ing ▁their ▁children .	0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0	ADJ ADP NOUN ADP DET VERB VERB ADP PRON PRON VERB ADP DET NOUN NOUN ADV VERB VERB VERB ADJ NOUN NOUN
AF boss Dr Bruno Broughton said : ‘ There is nothing wrong with the bulk of the IFM proposals but forcing people to qualify before being allowed to go fishing is over the top.’	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1	over the top	figurative	dashes	NOUN NOUN PROPN PROPN PROPN VERB PUNCT PUNCT ADV VERB NOUN ADJ ADP DET NOUN ADP DET PROPN NOUN CCONJ VERB NOUN PART VERB ADP VERB VERB PART VERB NOUN VERB ADP DET NOUN	▁AF ▁bo s s ▁Dr ▁Brun o ▁B rought on ▁said ▁ : ▁ ‘ ▁There ▁is ▁nothing ▁wrong ▁with ▁the ▁bulk ▁of ▁the ▁IF M ▁proposals ▁but ▁forcing ▁people ▁to ▁qualify ▁before ▁being ▁allowed ▁to ▁go ▁fishing ▁is ▁over ▁the ▁top . ’	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1	NOUN NOUN NOUN NOUN PROPN PROPN PROPN PROPN PROPN PROPN VERB PUNCT PUNCT PUNCT PUNCT ADV VERB NOUN ADJ ADP DET NOUN ADP DET PROPN PROPN NOUN CCONJ VERB NOUN PART VERB ADP VERB VERB PART VERB NOUN VERB ADP DET NOUN NOUN NOUN
Arrange in a buttered dish and sprinkle the sultanas evenly over the top.	0 0 0 0 0 0 0 0 0 0 1 0 1	over the top	literal	identical	NOUN ADP DET ADJ NOUN CCONJ VERB DET NOUN ADV ADP DET NOUN	▁Ar range ▁in ▁a ▁butter ed ▁dish ▁and ▁sprinkle ▁the ▁sult ana s ▁evenly ▁over ▁the ▁top .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1	NOUN NOUN ADP DET ADJ ADJ NOUN CCONJ VERB DET NOUN NOUN NOUN ADV ADP DET NOUN NOUN
She eyed him over the top.	0 0 0 1 0 1	over the top	literal	identical	PRON VERB PRON ADP DET NOUN	▁She ▁eye d ▁him ▁over ▁the ▁top .	0 0 0 0 1 0 1 1	PRON VERB VERB PRON ADP DET NOUN NOUN
There's times when he can go over the top.	0 0 0 0 0 0 1 0 1	over the top	figurative	identical	ADV NOUN ADV PRON VERB VERB ADP DET NOUN	▁There ' s ▁times ▁when ▁he ▁can ▁go ▁over ▁the ▁top .	0 0 0 0 0 0 0 0 1 0 1 1	ADV ADV ADV NOUN ADV PRON VERB VERB ADP DET NOUN NOUN
I suppose it can be the same I think it's just a bit more extreme like the characteristic he shows when he's in female company like erm just like going over the top the way he acts	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0	over the top	figurative	identical	PRON VERB PRON VERB VERB DET ADJ PRON VERB PRON ADV DET NOUN ADV ADJ ADP DET NOUN PRON VERB ADV PRON ADP ADJ NOUN ADP ADV ADV ADP VERB ADP DET NOUN DET NOUN PRON VERB	▁I ▁suppose ▁it ▁can ▁be ▁the ▁same ▁I ▁think ▁it ' s ▁just ▁a ▁bit ▁more ▁extreme ▁like ▁the ▁characteristic ▁he ▁shows ▁when ▁he ' s ▁in ▁female ▁company ▁like ▁er m ▁just ▁like ▁going ▁over ▁the ▁top ▁the ▁way ▁he ▁acts	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0	PRON VERB PRON VERB VERB DET ADJ PRON VERB PRON PRON PRON ADV DET NOUN ADV ADJ ADP DET NOUN PRON VERB ADV PRON PRON PRON ADP ADJ NOUN ADP ADV ADV ADV ADP VERB ADP DET NOUN DET NOUN PRON VERB
It takes you across lonely beaches and over wild cliff - tops.	0 0 0 0 0 0 0 1 0 0 0 1	over the top	literal	combined-inflection	PRON VERB PRON ADP ADJ NOUN CCONJ ADP ADJ NOUN PUNCT NOUN	▁It ▁takes ▁you ▁across ▁l one ly ▁beaches ▁and ▁over ▁wild ▁cl iff ▁- ▁to ps .	0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1	PRON VERB PRON ADP ADJ ADJ ADJ NOUN CCONJ ADP ADJ NOUN NOUN PUNCT NOUN NOUN NOUN
" Yes, they 're only just over the top.	0 0 0 0 0 0 1 0 1	over the top	figurative	identical	PUNCT INTJ PRON VERB ADV ADV ADP DET NOUN	▁" ▁Yes , ▁they ▁' re ▁only ▁just ▁over ▁the ▁top .	0 0 0 0 0 0 0 0 1 0 1 1	PUNCT INTJ INTJ PRON VERB VERB ADV ADV ADP DET NOUN NOUN
Here the waters are mainly sea with freshwater flowing over the top.	0 0 0 0 0 0 0 0 0 1 0 1	over the top	literal	identical	ADV DET NOUN VERB ADV NOUN ADP NOUN VERB ADP DET NOUN	▁Here ▁the ▁waters ▁are ▁mainly ▁sea ▁with ▁freshwater ▁flow ing ▁over ▁the ▁top .	0 0 0 0 0 0 0 0 0 0 1 0 1 1	ADV DET NOUN VERB ADV NOUN ADP NOUN VERB VERB ADP DET NOUN NOUN
As they belted over the top of the wheel, the wind plucked his laughter away into the night.	0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0	over the top	literal	identical	ADP PRON VERB ADP DET NOUN ADP DET NOUN DET NOUN VERB ADJ NOUN ADV ADP DET NOUN	▁As ▁they ▁belt ed ▁over ▁the ▁top ▁of ▁the ▁wheel , ▁the ▁wind ▁pluck ed ▁his ▁l aughter ▁away ▁into ▁the ▁night .	0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADP PRON VERB VERB ADP DET NOUN ADP DET NOUN NOUN DET NOUN VERB VERB ADJ NOUN NOUN ADV ADP DET NOUN NOUN
It's gone up the wall over the top	0 0 0 0 0 1 0 1	over the top	literal	identical	PRON VERB PART DET NOUN ADP DET NOUN	▁It ' s ▁gone ▁up ▁the ▁wall ▁over ▁the ▁top	0 0 0 0 0 0 0 1 0 1	PRON PRON PRON VERB PART DET NOUN ADP DET NOUN
That's totally over the top isn't it really?	0 0 1 0 1 0 0 0	over the top	figurative	identical	DET ADV ADP DET NOUN VERB PRON ADV	▁That ' s ▁totally ▁over ▁the ▁top ▁is n ' t ▁it ▁really ?	0 0 0 0 1 0 1 0 0 0 0 0 0 0	DET DET DET ADV ADP DET NOUN VERB VERB VERB VERB PRON ADV ADV
Anna's eyes, visible over the top of her handkerchief, were enormous.	0 0 0 1 0 1 0 0 0 0 0	over the top	literal	identical	PROPN NOUN ADJ ADP DET NOUN ADP ADJ NOUN VERB ADJ	▁An na ' s ▁eyes , ▁visible ▁over ▁the ▁top ▁of ▁her ▁hand ker chi ef , ▁were ▁enormous .	0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0	PROPN PROPN PROPN PROPN NOUN NOUN ADJ ADP DET NOUN ADP ADJ NOUN NOUN NOUN NOUN NOUN VERB ADJ ADJ
Her raincoat was not belted — her skirt was too long — her brown hair hung down her back with a pale blue kerchief tied over the top of it to keep it clean on the train.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0	over the top	literal	identical	ADJ NOUN VERB ADV VERB PUNCT ADJ NOUN VERB ADV ADJ PUNCT ADJ ADJ NOUN VERB PART ADJ ADV ADP DET ADJ ADJ NOUN VERB ADP DET NOUN ADP PRON PART VERB PRON ADJ ADP DET NOUN	▁Her ▁rain co at ▁was ▁not ▁belt ed ▁ — ▁her ▁skirt ▁was ▁too ▁long ▁ — ▁her ▁brown ▁hair ▁h ung ▁down ▁her ▁back ▁with ▁a ▁pale ▁blue ▁ ker chi ef ▁tied ▁over ▁the ▁top ▁of ▁it ▁to ▁keep ▁it ▁clean ▁on ▁the ▁train .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0	ADJ NOUN NOUN NOUN VERB ADV VERB VERB PUNCT PUNCT ADJ NOUN VERB ADV ADJ PUNCT PUNCT ADJ ADJ NOUN VERB VERB PART ADJ ADV ADP DET ADJ ADJ NOUN NOUN NOUN NOUN VERB ADP DET NOUN ADP PRON PART VERB PRON ADJ ADP DET NOUN NOUN
